Date,Time,Detection,Location,Summary,Image,Status
2025-06-25,11:27:01,NonViolence,BAY_Entrance,"The image shows a large, open building with a tiled floor. There are several people in the scene, some of whom are standing, while others are walking around. A person is seen smoking a cigarette, and another person is holding a knife. The overall atmosphere appears to be calm and orderly.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506254488.jpg,pending
2025-06-25,11:26:56,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are standing and others are sitting or lying down. A person is holding a cell phone, and another person is holding a handbag. There is also a person smoking a cigarette. The overall atmosphere appears to be casual and relaxed.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506251112.jpg,pending
2025-06-25,11:26:51,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are two people in the scene, one standing near the center of the room and another person closer to the right side. The person on the right appears to be in a fighting stance, possibly preparing for an altercation. There is also a knife visible in the scene, suggesting that the situation might be tense or involve some form of conflict.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506254845.jpg,pending
2025-06-25,11:26:43,NonViolence,101st_INT_PTZ,"The image shows a hallway with a person walking down the middle of the path, and another person standing on the right side of the hallway. There is also a person holding a knife in their hand. The hallway appears to be empty, and there are no other people visible in the scene.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506251241.jpg,pending
2025-06-25,11:26:43,NonViolence,100_Street_Entracne,"The image shows a person walking through a large, checkered-tiled room. The person appears to be in a fighting stance, possibly preparing to engage in a physical altercation. There is a TV screen visible in the background, and a person is seen smoking a cigarette. The overall atmosphere of the scene suggests a tense or confrontational situation.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506251265.jpg,pending
2025-06-25,11:26:33,NonViolence,101st_INT_PTZ,"The image shows a group of people walking through a building, with some individuals carrying handbags. There is a person holding a cane, and another person is seen smoking. The overall atmosphere appears to be casual and relaxed.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506251292.jpg,pending
2025-06-25,11:26:30,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some standing and others walking around. One person is holding a cell phone, while another person is holding a knife. The overall atmosphere appears to be casual and relaxed.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506251477.jpg,pending
2025-06-25,11:26:25,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some standing and others walking around. One person is holding a cell phone, while another person is holding a knife. The overall atmosphere appears to be calm and orderly.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506252232.jpg,pending
2025-06-25,11:26:15,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some standing and others walking around. A person is holding a knife, and another person is smoking a cigarette. The overall atmosphere appears to be calm and orderly.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506251985.jpg,pending
2025-06-25,11:26:13,NonViolence,101st_INT_PTZ,"The image shows a man walking down a hallway with a security camera capturing the scene. There are two other people in the background, one of whom is holding a knife. The man in the foreground is wearing a black shirt and blue shorts.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\20250625665.jpg,pending
2025-06-25,11:26:09,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are walking around, while others are standing still. A person is also seen lying on the floor. The overall atmosphere appears to be calm and orderly.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253961.jpg,pending
2025-06-25,11:25:59,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are two people in the scene, one standing near the center of the room and another person closer to the right side. The person on the right appears to be in a fighting stance, possibly preparing for an altercation. There is also a knife visible in the scene, suggesting that the situation might be tense or involve some form of conflict.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506251560.jpg,pending
2025-06-25,11:25:57,NonViolence,LRT_Pedway,"The image shows a long walkway in a building, with a yellow caution sign on the floor. There are several people walking down the walkway, and one person is seen smoking a cigarette.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253699.jpg,pending
2025-06-25,11:25:54,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are standing and others are sitting. A person is holding a knife, and another person is smoking a cigarette. The overall atmosphere appears to be calm and orderly.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\20250625867.jpg,pending
2025-06-25,11:25:52,NonViolence,LRT_Pedway,"The image shows a long walkway in a building, with a caution sign on the floor. There are two people walking down the walkway, and one of them is holding a knife. The caution sign reads ""Caution: Lying on the floor or fighting stance"".",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253164.jpg,pending
2025-06-25,11:25:49,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are two people in the scene, one standing near the center of the room and another person closer to the right side. The person on the right appears to be in a fighting stance, possibly preparing for an altercation. There is also a handbag visible in the room.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\20250625336.jpg,pending
2025-06-25,11:25:48,NonViolence,101st_INT_PTZ,"The image shows a security camera view of a building with a person walking through the entrance. The person is wearing a yellow jacket and appears to be in a fighting stance. There are other people in the scene, but they are not the main focus of the image. The security camera captures the person's actions, providing a detailed view of the situation.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253984.jpg,pending
2025-06-25,11:25:47,NonViolence,LRT_Pedway,"The image shows a long walkway in a building, with a caution sign on the floor. There are two people walking down the walkway, and one of them is holding a knife. The caution sign reads ""Caution: Weapons in the Area"".",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253734.jpg,pending
2025-06-25,11:25:46,NonViolence,100_Street_Entracne,"The image shows a person walking through a large, checkered-tiled room. The person appears to be carrying a backpack and is walking towards a large TV screen in the background. There is also a smaller TV screen in the room, and a person is seen smoking a cigarette near the TV screen.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506251052.jpg,pending
2025-06-25,11:25:44,NonViolence,BAY_Entrance,"The image shows a large, open space with a tiled floor. There are several people in the area, some of whom are standing and others are sitting. A person is lying on the floor, and another person is smoking a cigarette. The overall atmosphere appears to be casual and relaxed.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253564.jpg,pending
2025-06-25,11:25:43,NonViolence,101st_INT_PTZ,"The image shows a security camera view of a building with a person walking through the entrance. The person is wearing a yellow shirt and appears to be in a fighting stance. There are other people in the scene, but they are not the main focus of the image. The security camera captures the person's actions, providing a clear view of the situation.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506252245.jpg,pending
2025-06-25,11:25:36,NonViolence,100_Street_Entracne,The image shows a man walking through a mall with a security camera above him. He is wearing a yellow shirt and jeans. The mall has a checkered floor and a large blue ball in the background. There is also a person lying on the floor in the background.,C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\20250625303.jpg,pending
2025-06-25,11:25:33,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are walking around, while others are standing still. A person is also lying on the floor, possibly resting or sleeping. The overall atmosphere of the scene appears to be calm and relaxed.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506252704.jpg,pending
2025-06-25,11:25:31,NonViolence,LRT_Pedway,"The image shows a long walkway in a building, with a caution sign on the floor. There are two people walking down the walkway, and one of them is holding a knife. The scene appears to be a public area or a corridor, with various objects and signs visible.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506251729.jpg,pending
2025-06-25,11:25:28,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people walking around the area, some of them carrying handbags. A person is also seen lying on the floor, possibly in a fighting stance. The overall atmosphere appears to be calm and orderly.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\20250625648.jpg,pending
2025-06-25,11:25:26,NonViolence,LRT_Pedway,"The image shows a long walkway in a building, with a yellow caution sign on the floor. There are two people walking down the walkway, and one of them is carrying a knife. The walkway appears to be a public space, possibly a mall or a shopping center.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253043.jpg,pending
2025-06-25,11:25:23,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are two people in the scene, one standing near the center of the room and another person closer to the right side. The person on the right appears to be in a fighting stance, possibly preparing for an altercation. There is also a knife visible in the scene, but it is not clear if it is being held or if it is part of the fighting stance.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506252063.jpg,pending
2025-06-25,11:25:20,NonViolence,LRT_Pedway,"The image shows a long walkway in a building, with a yellow caution sign on the floor. There are two people walking down the walkway, and one of them is carrying a knife. The walkway appears to be a public space, possibly a mall or a shopping center.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506252201.jpg,pending
2025-06-25,11:25:18,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are walking around, while others are standing still. A person is also seen lying on the floor. In the background, there is a counter with a sign on it.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506252535.jpg,pending
2025-06-25,11:25:02,NonViolence,BAY_Entrance,"The image shows a large, open building with a tiled floor. There are several people in the scene, some of whom are standing near a counter or a table. One person is holding a cell phone, while another person is holding a knife. The overall atmosphere appears to be calm and orderly.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506252249.jpg,pending
2025-06-25,11:24:59,NonViolence,101st_INT_PTZ,"The image shows a group of people walking down a hallway or walkway, with some individuals carrying backpacks. There is a person lying on the floor, and another person is fighting a stance. The scene appears to be a public or commercial space, as there are various items and signs visible in the background.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253928.jpg,pending
2025-06-25,11:24:57,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some standing and others walking around. A person is holding a cell phone, and another person is holding a handbag. There is also a person lying on the floor, and another person is smoking a cigarette. The overall atmosphere appears to be casual and relaxed.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506251581.jpg,pending
2025-06-25,11:24:52,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are walking around, while others are standing still. A person is also lying on the floor, possibly resting or sleeping. The overall atmosphere of the scene appears to be calm and relaxed.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\20250625632.jpg,pending
2025-06-25,11:24:47,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are walking around, while others are standing still. A person is also lying on the floor, possibly resting or sleeping. The overall atmosphere of the scene appears to be calm and relaxed.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\20250625531.jpg,pending
2025-06-25,11:24:42,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are standing and others are walking. A person is holding a knife, and another person is smoking a cigarette. The overall atmosphere appears to be calm and orderly.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\20250625875.jpg,pending
2025-06-25,11:24:37,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are standing and others are sitting. A person is lying on the floor, and another person is smoking a cigarette. The overall atmosphere appears to be calm and relaxed.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506252135.jpg,pending
2025-06-25,11:24:32,NonViolence,BAY_Entrance,"The image shows a large, open space with a tiled floor. There are several people in the area, some of whom are standing and others are walking around. A person is holding a knife, and another person is smoking a cigarette. The overall atmosphere appears to be calm and orderly.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253273.jpg,pending
2025-06-25,11:24:26,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some standing and others walking around. A person is holding a knife, and another person is smoking a cigarette. The overall atmosphere appears to be calm and orderly.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506254401.jpg,pending
2025-06-25,11:24:21,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are standing and others are sitting. A person is holding a knife, and another person is smoking a cigarette. The overall atmosphere appears to be calm and relaxed.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253036.jpg,pending
2025-06-25,11:24:16,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are standing and others are sitting. A person is holding a knife, and another person is smoking a cigarette. The overall atmosphere appears to be calm and relaxed.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506254793.jpg,pending
2025-06-25,11:23:58,NonViolence,LRT_Pedway,"The image shows a long walkway in a building, with a yellow caution sign on the floor. There are several people walking down the walkway, and one person is seen smoking a cigarette.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506254127.jpg,pending
2025-06-25,11:23:50,NonViolence,101st_INT_PTZ,"The image shows a security camera view of a hallway with several people walking through it. There is a person walking towards the camera, and another person walking away from it. A person is also seen walking towards the camera, and another person is walking away from it. Additionally, there is a person lying on the floor, and another person is standing in a fighting stance.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\20250625754.jpg,pending
2025-06-25,11:23:47,NonViolence,LRT_Pedway,"The image shows a long walkway in a building, with a yellow caution sign on the floor. There are several people walking down the walkway, and one person is seen smoking a cigarette.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506251902.jpg,pending
2025-06-25,11:23:42,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the scene, some of whom are standing and others are sitting. A person is lying on the floor, and another person is smoking a cigarette. The overall atmosphere appears to be casual and relaxed.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506251090.jpg,pending
2025-06-25,11:23:42,NonViolence,LRT_Pedway,"The image shows a long walkway in a building, with a yellow caution sign on the floor. There are two people walking down the walkway, and one of them is carrying a knife. The walkway appears to be a public space, possibly a mall or a shopping center.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506252077.jpg,pending
2025-06-25,11:23:32,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are standing and others are sitting. A person is holding a knife, and another person is smoking a cigarette. The overall atmosphere appears to be calm and orderly.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\20250625378.jpg,pending
2025-06-25,11:23:32,NonViolence,LRT_Pedway,"The image shows a long walkway in a building, with a yellow caution sign on the floor. There are several people walking down the walkway, and one person is seen smoking a cigarette.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253418.jpg,pending
2025-06-25,11:23:29,NonViolence,101st_INT_PTZ,"The image shows a hallway with a long walkway, and there are two people walking down the hallway. One person is walking towards the camera, while the other person is walking away from the camera. There is also a person lying on the floor in the middle of the hallway.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253041.jpg,pending
2025-06-25,11:23:27,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are standing and others are sitting. A person is holding a knife, and another person is smoking a cigarette. The overall atmosphere appears to be calm and relaxed.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506251659.jpg,pending
2025-06-25,11:23:27,NonViolence,LRT_Pedway,"The image shows a long walkway in a building, with a yellow caution sign on the floor. There are two people walking down the walkway, and one of them is carrying a knife. The walkway appears to be a public space, possibly a mall or a shopping center.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506254914.jpg,pending
2025-06-25,11:23:24,NonViolence,101st_INT_PTZ,"The image shows a hallway with a person walking down it. There are no visible weapons, knives, or smoking gestures in the scene. The person appears to be in a fighting stance, but there is no indication of a potential threat or conflict. The focus of the image is on the person's movement and the overall atmosphere of the hallway.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506251355.jpg,pending
2025-06-25,11:23:17,NonViolence,101st_INT_PTZ,"The image shows a hallway with a person walking down the middle of it. There are no visible weapons, knives, or smoking gestures in the scene. The person appears to be in a fighting stance, but there is no indication of a potential threat or conflict. The hallway seems to be empty, with no other people or objects visible.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253264.jpg,pending
2025-06-25,11:23:04,NonViolence,BAY_Entrance,"The image shows a large, open building with a tiled floor. There are several people in the scene, some of whom are standing, while others are sitting. One person is holding a knife, and another person is smoking a cigarette. The overall atmosphere appears to be calm and orderly.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506251753.jpg,pending
2025-06-25,11:22:55,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are standing and others are sitting. A person is lying on the floor, and another person is smoking a cigarette. The overall atmosphere appears to be casual and relaxed.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506251225.jpg,pending
2025-06-25,11:22:52,NonViolence,101st_INT_PTZ,"The image shows a hallway with a person walking down the middle of it. There are no visible weapons, knives, or smoking gestures in the scene. The person appears to be in a fighting stance, but there is no indication of a potential threat or conflict. The overall atmosphere seems to be calm and uneventful.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253311.jpg,pending
2025-06-25,11:22:49,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are standing and others are sitting. A person is holding a knife, and another person is smoking a cigarette. The overall atmosphere appears to be calm and relaxed.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506251785.jpg,pending
2025-06-25,11:22:47,Person_Fallen,101st_INT_PTZ,"The image shows a security camera view of a building with a long walkway. There are several people in the scene, some of whom are walking, while others are standing or sitting. One person is holding a knife, and another person is smoking a cigarette. The overall atmosphere appears to be calm and orderly.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253068.jpg,pending
2025-06-25,11:22:38,NonViolence,100_Street_Entracne,"The image shows a man sitting on a table in a mall, with a dog on his lap. The man appears to be smoking a cigarette. There is also a TV screen visible in the background.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506252538.jpg,pending
2025-06-25,11:22:27,NonViolence,100_Street_Entracne,"The image shows a security camera view of a mall with a man standing near a counter, and another man walking by. There is also a person lying on the floor in the middle of the scene.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\20250625534.jpg,pending
2025-06-25,11:22:22,NonViolence,100_Street_Entracne,"The image shows a man standing in a large room with a checkered floor. He is holding a red object, possibly a gun, and appears to be in a fighting stance. There is also a TV screen visible in the background.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253249.jpg,pending
2025-06-25,11:22:17,NonViolence,100_Street_Entracne,"The image shows a man sitting on a table in a large room with checkered flooring. Another person is standing nearby, and there is a third person in the background. The man sitting on the table appears to be smoking a cigarette.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506251484.jpg,pending
2025-06-25,11:22:12,NonViolence,100_Street_Entracne,"The image shows a man standing in a room with a checkered floor, and another man sitting on a chair. The man standing is holding a cup, and the man sitting is holding a knife. They appear to be in a confrontational or potentially dangerous situation.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\20250625348.jpg,pending
2025-06-25,11:22:05,NonViolence,LRT_Pedway,"The image shows a long walkway in a building, with a caution sign on the floor. There are two people walking down the walkway, and one of them is carrying a knife. The walkway appears to be a public space, possibly a mall or a shopping center.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506254728.jpg,pending
2025-06-25,11:21:59,NonViolence,LRT_Pedway,"The image shows a long walkway in a building, with a caution sign on the floor. There are two people walking down the walkway, and one of them is carrying a knife. The walkway appears to be a public space, possibly a mall or a shopping center.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506251784.jpg,pending
2025-06-25,11:21:57,NonViolence,100_Street_Entracne,"The image shows a group of people in a large room with a checkered floor. There are two police officers walking around, and one person is standing near a table. One of the individuals appears to be smoking a cigarette. The overall atmosphere seems to be calm and orderly.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506254281.jpg,pending
2025-06-25,11:21:53,NonViolence,LRT_Pedway,"The image shows a long walkway in a building, with a caution sign on the floor. There are two people walking down the walkway, and one of them is carrying a knife. The walkway appears to be a public space, possibly a mall or a shopping center.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506251585.jpg,pending
2025-06-25,11:21:52,NonViolence,100_Street_Entracne,"The image shows a group of people gathered in a large room with a checkered floor. There are two police officers standing near a table, and one person is holding a knife. Another person is lying on the floor. The scene appears to be a public area, possibly a mall or a similar location.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\20250625932.jpg,pending
2025-06-25,11:21:48,NonViolence,LRT_Pedway,"The image shows a long walkway in a building, with a caution sign on the floor. There are two people walking down the walkway, and one of them is carrying a knife. The walkway appears to be a public space, possibly a mall or a shopping center.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506252991.jpg,pending
2025-06-25,11:21:47,NonViolence,100_Street_Entracne,"The image shows a group of people walking around a large room with a checkered floor. There are at least five people visible in the scene, with some of them carrying handbags. One person is holding a cell phone, and another person is smoking a cigarette. The overall atmosphere appears to be casual and relaxed.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253303.jpg,pending
2025-06-25,11:21:43,NonViolence,LRT_Pedway,"The image shows a long walkway in a building, with a caution sign on the floor. There are two people walking down the walkway, and one of them is carrying a knife. The walkway appears to be a public space, possibly a mall or a shopping center.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253711.jpg,pending
2025-06-25,11:21:41,NonViolence,100_Street_Entracne,"The image shows a group of people gathered in a large room with a checkered floor. Some of the individuals are standing, while others are sitting or lying down. There is a person holding a cell phone, and another person is holding a knife. A person is also smoking a cigarette. The scene appears to be a public space, possibly a mall or a similar location.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506254281.jpg,pending
2025-06-25,11:21:38,NonViolence,LRT_Pedway,"The image shows a long walkway in a building, with a caution sign on the floor. There are two people walking down the walkway, and one of them is holding a knife. The walkway appears to be a public space, possibly a mall or a shopping center.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506254168.jpg,pending
2025-06-25,11:21:33,NonViolence,LRT_Pedway,"The image shows a long walkway in a building, with a caution sign on the floor. There are two people walking down the walkway, and one of them is carrying a knife. The walkway appears to be a public space, possibly a mall or a shopping center.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253460.jpg,pending
2025-06-25,11:21:31,NonViolence,100_Street_Entracne,"The image shows a security camera view of a mall, where a man is standing near a table, and another man is walking by. There is also a person lying on the floor, and a person smoking a cigarette. The security camera captures these interactions, providing a detailed view of the scene.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506252098.jpg,pending
2025-06-25,11:21:29,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are standing and others are walking around. A person is holding a knife, and another person is smoking a cigarette. The overall atmosphere appears to be calm and orderly.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253347.jpg,pending
2025-06-25,11:21:26,NonViolence,100_Street_Entracne,"The image shows a group of people in a large room with a checkered floor. One person is standing near a table, while another person is walking towards the table. There is also a person lying on the floor. The room appears to be a public space, possibly a mall or a similar location.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\2025062591.jpg,pending
2025-06-25,11:21:23,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are walking around, while others are standing still. One person is holding a cell phone, possibly taking a photo or using it for communication. There is also a person lying on the floor, which could indicate that they are resting or sleeping. Overall, the scene appears to be a public or commercial setting, such as a mall or a train station.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253435.jpg,pending
2025-06-25,11:21:21,NonViolence,100_Street_Entracne,"The image shows a group of people in a large room with a checkered floor. Some of the individuals are standing, while others are sitting or kneeling. There is a person holding a knife, and another person is smoking a cigarette. The overall atmosphere appears to be casual and relaxed.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506252665.jpg,pending
2025-06-25,11:21:16,NonViolence,100_Street_Entracne,"The image shows a group of people in a large room with a checkered floor. One person is standing near a table, while others are walking around the room. There is a TV screen visible in the background. One person is holding a cell phone, and another person is smoking a cigarette.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506252800.jpg,pending
2025-06-25,11:21:11,NonViolence,BAY_Entrance,"The image shows a large, open space with a tiled floor. There are several people in the area, some of whom are walking around, while others are standing or sitting. A person is also seen smoking a cigarette. The overall atmosphere appears to be casual and relaxed.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506251108.jpg,pending
2025-06-25,11:21:11,NonViolence,LRT_Pedway,"The image shows a long walkway in a building, with a yellow caution sign on the floor. There are two people walking down the walkway, and one of them is carrying a knife. The scene appears to be a public or commercial space, as there are cars parked in the background.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253359.jpg,pending
2025-06-25,11:21:07,NonViolence,LRT_Pedway,"The image shows a long walkway in a building, with a yellow caution sign on the floor. There are two people walking down the walkway, and one of them is carrying a knife. The walkway appears to be a public space, possibly a mall or a shopping center.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506252459.jpg,pending
2025-06-25,11:20:55,NonViolence,LRT_Pedway,"The image shows a long walkway in a building, with a yellow caution sign on the floor. There are two people walking down the walkway, and one of them is carrying a knife. The walkway appears to be a public space, possibly a corridor or a walkway in a shopping mall or office building.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506254017.jpg,pending
2025-06-25,11:20:51,NonViolence,LRT_Pedway,"The image shows a long walkway in a building, with a yellow caution sign on the floor. There are two people walking down the walkway, and one of them is carrying a knife. The scene appears to be a public area or a corridor, with various objects and signs visible.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\20250625192.jpg,pending
2025-06-25,11:20:50,NonViolence,100_Street_Entracne,"The image shows a man standing in a large room with checkered flooring. He is holding a cup in his hand and appears to be in a fighting stance. There is a TV screen in the background, and a suitcase is visible on the floor. The man is wearing a baseball cap and a backpack.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506253006.jpg,pending
2025-06-25,11:20:40,NonViolence,BAY_Entrance,"The image shows a large, open indoor space with a tiled floor. There are several people in the area, some of whom are standing and others are walking. A person is holding a knife, and another person is smoking a cigarette. The overall atmosphere appears to be calm and orderly.",C:\Users\oosma\Oculume_Codes\Dashboard\Code3\Dataset\20250625\202506254869.jpg,pending
